table,name,key,title,description,comments,example,type,format,unique,required,minimum,maximum,namespace,dcterms:isVersionOf,dcterms:references,rdfs:comment,status,new,ignore
chronometric-age-assertion,assertionEffectiveDate,,Assertion Effective Date,A date on which a state or measurement of a dwc:Assertion was deemed to first be in effect.,Recommended best practice is to use a date that conforms to ISO 8601-1:2019.,`1963-03-08T14:07-06:00` (8 Mar 1963 at or after 2:07pm and before 2:08pm in the time zone six hours earlier than UTC); `2009-02-20T08:40Z` (20 February 2009 at or after 8:40am and before 8:41 UTC); `2018-08-29T15:19` (29 August 2018 at or after 3:19pm and before 3:20pm local time); `1809-02-12` (within the day 12 February 1809); `1906-06` (in the month of June 1906); `1971` (in the year 1971); `2007-03-01T13:00:00Z/2008-05-11T15:30:00Z` (some time within the interval beginning 1 March 2007 at 1pm UTC and before 11 May 2008 at 3:30pm UTC); `1900/1909` (some time within the interval between the beginning of the year 1900 and before the year 1909); `2007-11-13/15` (some time in the interval between the beginning of 13 November 2007 and before 15 November 2007),string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionValue,,Assertion Value,"An asserted value, if it is not numeric.",,,string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionValueIRI,,Assertion Value (IRI),An IRI of the controlled vocabulary value for a value of a dwc:Assertion.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
chronometric-age-assertion,assertionValueSource,,Assertion Value Source,A reference to a controlled vocabulary in which the definition of a value in dwc:assertionValue is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
chronometric-age-assertion,assertionValueNumeric,,Assertion Value Numeric,"An asserted value, if it is numeric.",,,number,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionUnit,,Assertion Unit,Units associated with the value in dwc:assertionValue or dwc:assertionValueNumeric.,"Recommended best practice is to use a controlled vocabulary such as the Ontology of Units of Measure http://www.wurvoc.org/vocabularies/om-1.8/ of SI units, derived units, or other non-SI units accepted for use within the SI. For units that are composed of multiple parts, use the patterns as given in ""A Primer for Communicating Mathematics via Plain Text"" (https://cse.sc.edu/~fenner/latex-ASCII.pdf) by Stephen Fenner (e.g., `g/cm^3` for grams per cubic centimeter). For other units, provide the value as a recognizable standard (e.g., '%') or written out in full and in the plural (e.g., `individuals`). It is fine to provide non-SI units in the original language of the dataset.",`m`; `s`; `g`; `ml`,string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionUnitIRI,,Assertion Unit (IRI),An IRI of a controlled vocabulary value for the units of a dwc:AssertionValueNumeric.,Recommended best practice is to use an IRI for a term in a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,false
chronometric-age-assertion,assertionUnitSource,,Assertion Unit Source,A reference to a controlled vocabulary in which the definition of the value in dwc:assertionUnit is given.,,,string,default,,,,,dc,http://purl.org/dc/elements/1.1/source,,A related resource from which the described resource is derived.,recommended,false,true
chronometric-age-assertion,assertionError,,Assertion Error,The description of the potential error associated with dwc:assertionValueNumeric.,,`0.01`; `normal distribution with variation of 2 m`,string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionBy,,Assertion By,A list (concatenated and separated) of names of dcterms:Agents responsible for making a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionByID,fk,Assertion By ID,An identifier for a dcterms:Agent responsible for making a dwc:Assertion.,Recommended best practice is to use a globally unique identifier.,,string,default,false,false,,,dwciri,,,,recommended,true,false
chronometric-age-assertion,assertionProtocols,,Assertion Protocols,"Names of, references to, or descriptions of dwc:Protocols used in making a dwc:Assertion.",,,string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionProtocolID,fk,Assertion Protocol ID,An identifier for a dwc:Protocol used to make a dwc:Assertion.,,,string,default,false,false,,,dwciri,,,,recommended,true,false
chronometric-age-assertion,assertionReferences,,Assertion References,A list (concatenated and separated) of dcterms:BibliographicResources associated with a dwc:Assertion.,Recommended best practice is to separate the values in a list with space vertical bar space (` | `).,,string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-assertion,assertionRemarks,,Assertion Remarks,Comments or notes about a dwc:Assertion.,,,string,default,,,,,dwc,,,,recommended,true,false
chronometric-age-media,mediaID,fk,Media ID,An identifier for a dwc:Media resource.,Recommended best practice is to use a globally unique identifier.,,string,default,false,true,,,dwc,,,,recommended,true,true
chronometric-age-media,chronometricAgeID,fk,Chronometric Age ID,An identifier for a chrono:ChronometricAge.,Recommended best practice is to use a globally unique identifier.,`https://www.canadianarchaeology.ca/samples/70673`,string,default,false,true,,,chrono,http://rs.tdwg.org/chrono/terms/chronometricAgeID,http://rs.tdwg.org/chrono/terms/version/chronometricAgeID-2025-06-12,An identifier for the set of information associated with a chrono:ChronometricAge.,recommended,false,true
chronometric-age-media,subjectCategory,,Subject Category,A category for the content of a dwc:Media resource.,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,dwc,,,,recommended,true,true
chronometric-age-media,subjectCategoryIRI,,Subject Category IRI,An IRI of a controlled vocabulary value for the subject category of a dwc:Media resource.,Recommended best practice is to use a controlled vocabulary.,,string,default,,,,,dwciri,,,,recommended,true,true
chronometric-age-media,subjectCategorySource,,Subject Category Source,A reference to a controlled vocabulary in which the definition of a value in dwc:subjectCategory is given.,"The Audiovisual Core recommended vocabularies do not need to be cited here. There is no required linkage between individual Subject Category terms and the vocabulary; the mechanism is intended to support discovery of the normative URI for a term, but not guarantee it.",,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectCategorySource,http://rs.tdwg.org/ac/terms/version/subjectCategorySource-2020-01-27,Any vocabulary or formal classification from which terms in the Subject Category have been drawn.,recommended,false,true
chronometric-age-media,subjectPartLiteral,,Subject Part Literal,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the dwc:Media resource, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for ac:subjectPart. It is best practice to use ac:subjectPart instead of ac:subjectPartLiteral whenever practical.,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectPartLiteral,http://rs.tdwg.org/ac/terms/version/subjectPartLiteral-2023-09-05,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by a controlled value string.",recommended,false,true
chronometric-age-media,subjectPart,,Subject Part,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the dwc:Media resource, denoted by an IRI.",,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectPart,http://rs.tdwg.org/ac/terms/version/subjectPart-2023-09-05,"The portion or product of organism morphology, behaviour, environment, etc. that is either predominantly shown or particularly well exemplified by the media resource, denoted by an IRI.",recommended,false,true
chronometric-age-media,subjectOrientationLiteral,,Subject Orientation Literal,"Specific orientation (= direction, view angle) of the subject represented in the dwc:Media resource with respect to the acquisition device, denoted by a controlled value string.",Values SHOULD be selected from the Controlled Vocabulary for ac:subjectOrientation. It is best practice to use ac:subjectOrientation instead of ac:subjectOrientationLiteral whenever practical.,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectOrientationLiteral,http://rs.tdwg.org/ac/terms/version/subjectOrientationLiteral-2023-09-05,"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by a controlled value string.",recommended,false,true
chronometric-age-media,subjectOrientation,,Subject Orientation,"Specific orientation (= direction, view angle) of the subject represented in the dwc:Media resource with respect to the acquisition device.",,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/subjectOrientation,http://rs.tdwg.org/ac/terms/version/subjectOrientation-2023-09-05,"Specific orientation (= direction, view angle) of the subject represented in the media resource with respect to the acquisition device, denoted by an IRI.",recommended,false,true
chronometric-age-media,physicalSetting,,Physical Setting,"The setting of the content represented in a dwc:Media resource, such as images, sounds, and movies if the provider deems them relevant.",,,string,default,,,,,ac,http://rs.tdwg.org/ac/terms/physicalSetting,http://rs.tdwg.org/ac/terms/version/physicalSetting-2020-01-27,"The setting of the content represented in a dwc:Media resource, such as images, sounds, and movies if the provider deems them relevant.",recommended,false,true
